id	definition_source	definition	definition_pp	definition_description	specific	specific_pp	level_5	level_5_pp	subclass	subclass_pp	class	class_pp	superclass	superclass_pp
1247	subclass	Anisoles	0.8140	Organic compounds containing a methoxybenzene or a derivative thereof.	Anisoles	0.8140			Anisoles	0.8140	Phenol ethers	0.8570	Benzenoids	0.9970
1248	level_5	Iridoid O-glycosides	0.6590	Iridoid monoterpenes containing a glycosyl (usually a pyranosyl) moiety linked to the iridoid skeleton.	Iridoid O-glycosides	0.6590	Iridoid O-glycosides	0.6590	Terpene glycosides	0.9400	Prenol lipids	0.8570	Lipids and lipid-like molecules	0.9010
1249	level_5	Carboxylic acid esters	0.6770	Carboxylic acid derivatives in which the carbon atom from the carbonyl group is attached to an alkyl or an aryl moiety through an oxygen atom (forming an ester group).	Carboxylic acid esters	0.6770	Carboxylic acid esters	0.6770	Carboxylic acid derivatives	0.7780	Carboxylic acids and derivatives	0.9530	Organic acids and derivatives	0.9880
1250	level_5	Iridoid O-glycosides	0.9740	Iridoid monoterpenes containing a glycosyl (usually a pyranosyl) moiety linked to the iridoid skeleton.	Iridoid O-glycosides	0.9740	Iridoid O-glycosides	0.9740	Terpene glycosides	0.9940	Prenol lipids	0.9960	Lipids and lipid-like molecules	0.9900
1252	class	Prenol lipids	0.5080	Lipids synthesized from the five-carbon-unit precursors isopentenyl diphosphate and dimethylallyl diphosphate.	Terpene glycosides	0.4390			Terpene glycosides	0.4390	Prenol lipids	0.5080	Lipids and lipid-like molecules	0.7850
1253	level_5	Amino acids and derivatives	0.7060	Organic compounds containing an amine group, a carboxylic acid group (or a derivative thereof), and a side-chain that is specific to each amino acid.	Amino acids and derivatives	0.7060	Amino acids and derivatives	0.7060	Amino acids, peptides, and analogues	0.7020	Carboxylic acids and derivatives	0.8980	Organic acids and derivatives	0.9470
1254	subclass	1-hydroxy-2-unsubstituted benzenoids	0.8060	Phenols that a unsubstituted at the 2-position.	1-hydroxy-2-unsubstituted benzenoids	0.8060			1-hydroxy-2-unsubstituted benzenoids	0.8060	Phenols	0.8640	Benzenoids	0.9920
1255	level_5	Glycosyl compounds	0.9970	Carbohydrate derivatives in which a sugar group is bonded through its anomeric carbon to another group via a C-, S-,N-,O-, or Se- glycosidic bond.	Phenolic glycosides	0.9740	Glycosyl compounds	0.9970	Carbohydrates and carbohydrate conjugates	1.0000	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
1256	level_5	Monosaccharides	0.9760	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.7890	Monosaccharides	0.9760	Carbohydrates and carbohydrate conjugates	0.9850	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
1257	subclass	Fatty acid esters	0.7520	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.7520			Fatty acid esters	0.7520	Fatty Acyls	0.8530	Lipids and lipid-like molecules	0.7870
1258	class	Benzene and substituted derivatives	0.6690	Aromatic compounds containing one monocyclic ring system consisting of benzene.	Benzene and substituted derivatives	0.6690					Benzene and substituted derivatives	0.6690	Benzenoids	0.6350
1259	level_5	Carboxylic acid esters	0.8380	Carboxylic acid derivatives in which the carbon atom from the carbonyl group is attached to an alkyl or an aryl moiety through an oxygen atom (forming an ester group).	Carboxylic acid esters	0.8380	Carboxylic acid esters	0.8380	Carboxylic acid derivatives	0.9090	Carboxylic acids and derivatives	0.9540	Organic acids and derivatives	0.9820
1260	level_5	Alkyl glycosides	0.9200	Lipids containing a glycosyl moiety (one or several units) linked to the hydroxyl group of a fatty alcohol.	Alkyl glycosides	0.9200	Alkyl glycosides	0.9200	Fatty acyl glycosides	0.9530	Fatty Acyls	0.9900	Lipids and lipid-like molecules	0.9880
1261	subclass	Benzenediols	0.7730	Organic compounds containing two hydroxyl groups attached to a benzene ring.	Benzenediols	0.7730			Benzenediols	0.7730	Phenols	0.9310	Benzenoids	0.9350
1262	subclass	Sesquiterpenoids	0.6940	Terpenes with three consecutive isoprene units.	Sesquiterpenoids	0.6940			Sesquiterpenoids	0.6940	Prenol lipids	0.8630	Lipids and lipid-like molecules	0.9290
1263	subclass	Fatty acid esters	0.9190	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.9190			Fatty acid esters	0.9190	Fatty Acyls	0.9980	Lipids and lipid-like molecules	0.9990
1264	level_5	Monosaccharides	0.9920	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.7520	Monosaccharides	0.9920	Carbohydrates and carbohydrate conjugates	0.9890	Organooxygen compounds	0.9990	Organic oxygen compounds	1.0000
1265	level_5	Purine ribonucleoside monophosphates	0.5370	Nucleotides consisting of a purine base linked to a ribose to which one monophosphate group is attached.	Purine ribonucleoside monophosphates	0.5370	Purine ribonucleoside monophosphates	0.5370	Purine ribonucleotides	0.3510	Purine nucleotides	0.3450	Nucleosides, nucleotides, and analogues	0.9390
1266	level_5	Iridoid O-glycosides	0.8490	Iridoid monoterpenes containing a glycosyl (usually a pyranosyl) moiety linked to the iridoid skeleton.	Iridoid O-glycosides	0.8490	Iridoid O-glycosides	0.8490	Terpene glycosides	0.9940	Prenol lipids	0.9920	Lipids and lipid-like molecules	0.9590
1267	subclass	Triterpenoids	0.8960	Terpene molecules containing 8 isoprene units.	Triterpenoids	0.8960			Triterpenoids	0.8960	Prenol lipids	0.8810	Lipids and lipid-like molecules	0.9920
1269	class	Saccharolipids	0.6570	Compounds in which fatty acids are linked directly to a sugar backbone, forming structures that are compatible with membrane bilayers. In the saccharolipids, a sugar substitutes for the glycerol backbone that is present in glycerolipids and glycerophospholipids. The most familiar saccharolipids contain an acylated glucosamine. In contrast to others glycolipids, the fatty acid is not glycosidically linked to the sugar moiety.	Saccharolipids	0.6570					Saccharolipids	0.6570	Lipids and lipid-like molecules	0.9990
1270	superclass	Nucleosides, nucleotides, and analogues	0.9430	Compounds containing a nucleobase linked to a ribose or deoxyribose sugar via a beta-glycosidic linkage. The ribose or deoxyribose moiety bears at least a phosphate group in case of nucleotides.	Purine nucleosides	0.0010					Purine nucleosides	0.0010	Nucleosides, nucleotides, and analogues	0.9430
1271	level_5	Monosaccharides	0.9740	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Monosaccharide phosphates	0.9360	Monosaccharides	0.9740	Carbohydrates and carbohydrate conjugates	0.9830	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
1272	null	null	null	null	Lignans, neolignans and related compounds	0.0410							Lignans, neolignans and related compounds	0.0410
1273	superclass	Organoheterocyclic compounds	0.5150	Compounds containing a ring with least one carbon atom and one non-carbon atom.	Organoheterocyclic compounds	0.5150							Organoheterocyclic compounds	0.5150
1274	level_5	Disaccharides	0.7200	Compounds containing two carbohydrate moieties linked to each to each other through a glycosidic bond, no set of three or more glycosidically linked carbohydrate units.	Disaccharides	0.7200	Disaccharides	0.7200	Carbohydrates and carbohydrate conjugates	0.9990	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
1276	level_5	Alkyl phosphates	0.9830	Organic compounds containing a phosphate group that is linked to one or more alkyl chains.	Monoalkyl phosphates	0.9550	Alkyl phosphates	0.9830	Phosphate esters	0.9920	Organic phosphoric acids and derivatives	0.9980	Organic acids and derivatives	0.9990
1277	level_5	Polyols	0.6530	Organic compounds containing more than one hydroxyl groups.	1,2-diols	0.5660	Polyols	0.6530	Alcohols and polyols	0.9880	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
1278	level_5	Pyrimidones	0.6920	Compounds that contain a pyrimidine ring, which bears a ketone. Pyrimidine is a 6-membered ring consisting of four carbon atoms and two nitrogen centers at the 1- and 3- ring positions.	Pyrimidones	0.6920	Pyrimidones	0.6920	Pyrimidines and pyrimidine derivatives	0.7760	Diazines	0.8620	Organoheterocyclic compounds	0.9980
1279	level_5	Disaccharides	0.9440	Compounds containing two carbohydrate moieties linked to each to each other through a glycosidic bond, no set of three or more glycosidically linked carbohydrate units.	Disaccharides	0.9440	Disaccharides	0.9440	Carbohydrates and carbohydrate conjugates	0.9940	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
1280	class	Phenol ethers	0.6280	Aromatic compounds containing an ether group substituted with a benzene ring.	Phenol ethers	0.6280					Phenol ethers	0.6280	Benzenoids	0.9540
1281	level_5	Monosaccharides	0.9800	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Alkylglucosinolates	0.0000	Monosaccharides	0.9800	Carbohydrates and carbohydrate conjugates	1.0000	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
1282	subclass	Anisoles	0.6280	Organic compounds containing a methoxybenzene or a derivative thereof.	Anisoles	0.6280			Anisoles	0.6280	Phenol ethers	0.6090	Benzenoids	0.8270
1283	subclass	Diterpenoids	0.5430	Terpene compounds formed by four isoprene units.	Diterpenoids	0.5430			Diterpenoids	0.5430	Prenol lipids	0.8840	Lipids and lipid-like molecules	0.9660
1284	superclass	Organoheterocyclic compounds	0.9880	Compounds containing a ring with least one carbon atom and one non-carbon atom.	Imidolactams	0.0010					Imidolactams	0.0010	Organoheterocyclic compounds	0.9880
1285	level_5	Monosaccharides	0.9580	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.7110	Monosaccharides	0.9580	Carbohydrates and carbohydrate conjugates	0.8790	Organooxygen compounds	0.9990	Organic oxygen compounds	1.0000
1286	level_5	Amino acids and derivatives	0.5130	Organic compounds containing an amine group, a carboxylic acid group (or a derivative thereof), and a side-chain that is specific to each amino acid.	Amino acids and derivatives	0.5130	Amino acids and derivatives	0.5130	Amino acids, peptides, and analogues	0.5060	Carboxylic acids and derivatives	0.6220	Organic acids and derivatives	0.8640
1287	level_5	Glycosyl compounds	1.0000	Carbohydrate derivatives in which a sugar group is bonded through its anomeric carbon to another group via a C-, S-,N-,O-, or Se- glycosidic bond.	Phenolic glycosides	0.7520	Glycosyl compounds	1.0000	Carbohydrates and carbohydrate conjugates	1.0000	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
1288	level_5	Alkyl aryl ethers	0.5320	Organic compounds containing the alkyl aryl ether functional group with the generic formula R-O-R' , where R is an alkyl group and R' is an aryl group.	Alkyl aryl ethers	0.5320	Alkyl aryl ethers	0.5320	Ethers	0.5560	Organooxygen compounds	0.9890	Organic oxygen compounds	1.0000
1289	superclass	Organoheterocyclic compounds	0.9860	Compounds containing a ring with least one carbon atom and one non-carbon atom.	Biotin and derivatives	0.0120					Biotin and derivatives	0.0120	Organoheterocyclic compounds	0.9860
1290	null	null	null	null	Purine nucleotides	0.0000					Purine nucleotides	0.0000	Nucleosides, nucleotides, and analogues	0.0000
1292	level_5	Iridoid O-glycosides	0.5080	Iridoid monoterpenes containing a glycosyl (usually a pyranosyl) moiety linked to the iridoid skeleton.	Iridoid O-glycosides	0.5080	Iridoid O-glycosides	0.5080	Terpene glycosides	0.8290	Prenol lipids	0.8830	Lipids and lipid-like molecules	0.9450
1293	level_5	Carboxylic acid esters	0.7950	Carboxylic acid derivatives in which the carbon atom from the carbonyl group is attached to an alkyl or an aryl moiety through an oxygen atom (forming an ester group).	Carboxylic acid esters	0.7950	Carboxylic acid esters	0.7950	Carboxylic acid derivatives	0.8940	Carboxylic acids and derivatives	0.8810	Organic acids and derivatives	0.9280
1294	subclass	Terpene glycosides	0.5240	Prenol lipids containing a carbohydrate moiety glycosidically bound to a terpene backbone.	Terpene glycosides	0.5240			Terpene glycosides	0.5240	Prenol lipids	0.6670	Lipids and lipid-like molecules	0.9320
1295	class	Lignan glycosides	0.9960	Aromatic polycyclic compounds containing a carbohydrate component glycosidically linked to a lignan moiety. They include 1-aryltetralin lactones.	Lignan glycosides	0.9960					Lignan glycosides	0.9960	Lignans, neolignans and related compounds	0.9990
1296	level_5	Monosaccharides	0.9860	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.8750	Monosaccharides	0.9860	Carbohydrates and carbohydrate conjugates	0.9960	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
1297	null	null	null	null	Pyrimidine nucleotides	0.0000					Pyrimidine nucleotides	0.0000	Nucleosides, nucleotides, and analogues	0.2990
1298	level_5	Monosaccharides	0.8920	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Monosaccharides	0.8920	Monosaccharides	0.8920	Carbohydrates and carbohydrate conjugates	0.9050	Organooxygen compounds	0.9960	Organic oxygen compounds	1.0000
1299	class	Phenol ethers	0.8780	Aromatic compounds containing an ether group substituted with a benzene ring.	Phenol ethers	0.8780					Phenol ethers	0.8780	Benzenoids	0.9990
1300	level_5	Disaccharides	0.9960	Compounds containing two carbohydrate moieties linked to each to each other through a glycosidic bond, no set of three or more glycosidically linked carbohydrate units.	Disaccharides	0.9960	Disaccharides	0.9960	Carbohydrates and carbohydrate conjugates	0.9990	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
